Temperature (C),Humidity (%),BMP Temp (C),Pressure (hPa),MQ135 Voltage (V),PM2.5 (µg/m³),PPM (CO2)
32.3,79.0,31.48,1005.34,0.06,3.22,0.64
32.3,80.0,31.47,1005.34,0.05,2.66,0.37
32.3,80.0,31.47,1005.34,0.04,1.81,0.13
32.3,80.0,31.48,1005.34,0.05,2.5,0.31
32.3,80.0,31.48,1005.34,0.04,2.01,0.17
32.3,80.0,31.48,1005.34,0.04,2.18,0.21
32.3,79.0,31.49,1005.34,0.05,2.66,0.37
32.3,80.0,31.49,1005.34,0.06,2.82,0.44
32.3,80.0,31.49,1005.34,0.04,2.18,0.21
32.3,80.0,31.49,1005.34,0.06,3.22,0.64
32.3,80.0,31.49,1005.33,0.05,2.66,0.37
32.3,80.0,31.49,1005.34,0.06,3.22,0.64
32.3,80.0,31.49,1005.34,0.05,2.58,0.34
32.3,80.0,31.49,1005.34,0.0,0.0,0.0
32.3,80.0,31.49,1005.34,0.03,1.41,0.06
32.3,79.0,31.49,1005.34,0.05,2.5,0.31
32.3,79.0,31.49,1005.34,0.05,2.58,0.34
32.3,79.0,31.49,1005.34,0.05,2.62,0.36
32.3,79.0,31.49,1005.34,0.06,2.86,0.46
32.3,79.0,31.49,1005.34,0.05,2.74,0.41
32.3,79.0,31.48,1005.34,0.04,2.22,0.22
32.3,79.0,31.48,1005.34,0.05,2.58,0.34
32.3,79.0,31.48,1005.34,0.03,1.65,0.1
32.3,79.0,31.48,1005.34,0.05,2.58,0.34
32.3,79.0,31.48,1005.34,0.05,2.46,0.3
32.3,79.0,31.48,1005.33,0.05,2.34,0.26
32.3,79.0,31.48,1005.34,0.05,2.58,0.34
32.3,79.0,31.48,1005.34,0.05,2.38,0.27
32.3,79.0,31.48,1005.34,0.05,2.5,0.31
32.3,79.0,31.49,1005.34,0.05,2.58,0.34
32.3,79.0,31.49,1005.34,0.05,2.58,0.34
32.3,79.0,31.49,1005.34,0.05,2.62,0.36
32.3,79.0,31.49,1005.34,0.05,2.38,0.27
32.3,79.0,31.49,1005.34,0.05,2.38,0.27
32.3,79.0,31.49,1005.34,0.04,2.01,0.17
32.3,79.0,31.49,1005.34,0.06,2.82,0.44
32.3,79.0,31.49,1005.34,0.04,1.81,0.13
32.3,79.0,31.49,1005.33,0.05,2.34,0.26
32.3,79.0,31.49,1005.33,0.06,2.78,0.42
32.3,79.0,31.49,1005.32,0.04,2.18,0.21
32.3,79.0,31.49,1005.32,0.05,2.42,0.28
32.3,80.0,31.5,1005.32,0.05,2.34,0.26
32.3,79.0,31.5,1005.33,0.03,1.41,0.06
32.3,80.0,31.5,1005.33,0.04,2.22,0.22
32.3,79.0,31.5,1005.33,0.05,2.54,0.33
32.3,79.0,31.5,1005.33,0.05,2.46,0.3
32.3,79.0,31.5,1005.33,0.04,1.93,0.15
32.3,79.0,31.51,1005.33,0.05,2.66,0.37
32.3,79.0,31.51,1005.33,0.05,2.7,0.39
32.3,79.0,31.51,1005.33,0.06,2.78,0.42
32.3,79.0,31.51,1005.33,0.05,2.26,0.23
32.3,79.0,31.51,1005.33,0.05,2.5,0.31
32.3,79.0,31.51,1005.32,0.05,2.62,0.36
32.3,79.0,31.51,1005.33,0.04,1.93,0.15
32.3,80.0,31.51,1005.33,0.06,3.18,0.62
32.3,79.0,31.5,1005.33,0.05,2.3,0.25
32.3,79.0,31.5,1005.33,0.05,2.58,0.34
32.3,79.0,31.5,1005.33,0.04,2.14,0.2
32.3,79.0,31.5,1005.33,0.05,2.38,0.27
32.3,79.0,31.5,1005.33,0.03,1.33,0.05
32.3,79.0,31.5,1005.33,0.05,2.7,0.39
32.3,79.0,31.5,1005.33,0.05,2.42,0.28
32.3,79.0,31.5,1005.32,0.04,2.05,0.18
32.3,80.0,31.5,1005.33,0.04,2.05,0.18
32.3,79.0,31.5,1005.33,0.04,1.93,0.15
32.3,79.0,31.5,1005.32,0.05,2.58,0.34
32.3,79.0,31.5,1005.32,0.07,3.26,0.66
32.3,79.0,31.5,1005.33,0.05,2.34,0.26
32.3,79.0,31.5,1005.32,0.05,2.54,0.33
32.3,79.0,31.5,1005.32,0.04,2.22,0.22
32.3,79.0,31.5,1005.32,0.05,2.66,0.37
32.3,79.0,31.5,1005.32,0.05,2.5,0.31
32.3,79.0,31.5,1005.32,0.05,2.34,0.26
32.3,79.0,31.5,1005.33,0.05,2.54,0.33
32.3,79.0,31.5,1005.33,0.05,2.58,0.34
32.3,79.0,31.5,1005.33,0.05,2.5,0.31
32.3,80.0,31.5,1005.33,0.05,2.58,0.34
32.3,79.0,31.5,1005.33,0.06,3.22,0.64
32.3,79.0,31.5,1005.33,0.04,2.05,0.18
32.3,79.0,31.5,1005.34,0.04,2.18,0.21
32.3,80.0,31.5,1005.34,0.06,2.78,0.42
32.3,80.0,31.49,1005.34,0.05,2.42,0.28
32.3,80.0,31.49,1005.33,0.04,2.14,0.2
32.3,80.0,31.49,1005.34,0.04,2.05,0.18
32.3,80.0,31.49,1005.34,0.06,3.1,0.58
32.3,80.0,31.49,1005.34,0.05,2.7,0.39
32.3,80.0,31.49,1005.33,0.05,2.46,0.3
32.3,80.0,31.49,1005.34,0.05,2.46,0.3
32.3,80.0,31.49,1005.33,0.04,1.97,0.16
32.3,80.0,31.49,1005.34,0.06,3.06,0.55
32.3,80.0,31.49,1005.33,0.06,2.98,0.51
32.3,80.0,31.49,1005.34,0.05,2.5,0.31
32.3,80.0,31.48,1005.34,0.05,2.58,0.34
32.3,80.0,31.48,1005.34,0.05,2.54,0.33
32.3,80.0,31.48,1005.34,0.05,2.66,0.37
32.3,80.0,31.48,1005.34,0.05,2.54,0.33
32.3,80.0,31.48,1005.33,0.05,2.62,0.36
32.3,80.0,31.48,1005.33,0.04,1.97,0.16
32.3,80.0,31.48,1005.33,0.06,2.82,0.44
32.3,80.0,31.48,1005.33,0.05,2.58,0.34
32.3,80.0,31.49,1005.33,0.05,2.7,0.39
32.3,80.0,31.49,1005.34,0.04,1.97,0.16
32.3,80.0,31.49,1005.33,0.04,2.05,0.18
32.3,80.0,31.49,1005.33,0.05,2.46,0.3
32.3,80.0,31.5,1005.33,0.06,2.82,0.44
32.3,80.0,31.5,1005.33,0.05,2.3,0.25
32.3,80.0,31.5,1005.33,0.06,3.06,0.55
32.3,80.0,31.51,1005.33,0.04,2.05,0.18
32.3,80.0,31.51,1005.33,0.05,2.58,0.34
32.3,80.0,31.51,1005.33,0.04,1.97,0.16
32.3,80.0,31.5,1005.32,0.05,2.74,0.41
32.3,80.0,31.5,1005.32,0.04,2.22,0.22
32.3,80.0,31.5,1005.33,0.05,2.5,0.31
32.3,80.0,31.5,1005.33,0.05,2.58,0.34
32.3,80.0,31.5,1005.33,0.05,2.58,0.34
32.3,80.0,31.5,1005.33,0.05,2.38,0.27
32.3,80.0,31.5,1005.33,0.04,2.14,0.2
32.3,80.0,31.5,1005.33,0.04,2.01,0.17
32.3,80.0,31.51,1005.33,0.05,2.5,0.31
32.3,80.0,31.51,1005.33,0.05,2.3,0.25
32.3,80.0,31.51,1005.33,0.05,2.38,0.27
32.3,80.0,31.51,1005.33,0.05,2.38,0.27
32.3,80.0,31.52,1005.33,0.04,2.01,0.17
32.3,80.0,31.52,1005.34,0.03,1.49,0.07
32.3,80.0,31.51,1005.34,0.04,1.89,0.14
32.3,80.0,31.51,1005.34,0.04,2.05,0.18
32.3,80.0,31.51,1005.33,0.05,2.58,0.34
32.3,80.0,31.51,1005.34,0.05,2.5,0.31
32.3,80.0,31.52,1005.33,0.05,2.58,0.34
32.3,80.0,31.52,1005.33,0.05,2.58,0.34
32.3,80.0,31.52,1005.34,0.05,2.54,0.33
32.3,80.0,31.52,1005.33,0.04,2.05,0.18
32.3,80.0,31.52,1005.33,0.04,2.05,0.18
32.3,80.0,31.52,1005.33,0.04,1.93,0.15
32.3,80.0,31.52,1005.33,0.04,2.1,0.19
32.3,80.0,31.52,1005.33,0.05,2.42,0.28
32.3,80.0,31.52,1005.33,0.06,3.18,0.62
32.3,80.0,31.52,1005.33,0.05,2.38,0.27
32.3,80.0,31.52,1005.33,0.05,2.74,0.41
32.3,80.0,31.52,1005.33,0.05,2.54,0.33
32.3,80.0,31.52,1005.33,0.05,2.38,0.27
32.3,80.0,31.52,1005.32,0.05,2.5,0.31
32.3,80.0,31.52,1005.33,0.05,2.62,0.36
32.3,80.0,31.52,1005.33,0.06,3.1,0.58
32.3,80.0,31.52,1005.33,0.03,1.53,0.08
32.3,80.0,31.52,1005.33,0.05,2.62,0.36
32.3,80.0,31.52,1005.33,0.05,2.42,0.28
32.3,80.0,31.52,1005.33,0.04,1.85,0.14
32.3,80.0,31.52,1005.33,0.05,2.38,0.27
32.3,80.0,31.52,1005.33,0.05,2.66,0.37
32.3,80.0,31.52,1005.33,0.05,2.38,0.27
32.3,80.0,31.51,1005.34,0.06,3.14,0.6
32.3,80.0,31.51,1005.34,0.04,2.14,0.2
32.3,80.0,31.51,1005.34,0.05,2.58,0.34
32.3,80.0,31.51,1005.34,0.05,2.62,0.36
32.3,80.0,31.51,1005.34,0.06,2.78,0.42
32.3,80.0,31.52,1005.34,0.06,2.9,0.48
32.3,80.0,31.52,1005.34,0.0,0.0,0.0
32.3,80.0,31.52,1005.34,0.04,2.01,0.17
32.3,80.0,31.52,1005.34,0.05,2.58,0.34
32.3,80.0,31.53,1005.34,0.04,1.93,0.15
32.3,80.0,31.53,1005.34,0.05,2.58,0.34
32.3,80.0,31.53,1005.34,0.05,2.42,0.28
32.3,80.0,31.53,1005.34,0.06,2.78,0.42
32.3,80.0,31.53,1005.33,0.05,2.66,0.37
32.3,80.0,31.53,1005.33,0.05,2.46,0.3
32.3,80.0,31.53,1005.33,0.04,1.97,0.16
32.3,80.0,31.53,1005.33,0.04,2.14,0.2
32.3,80.0,31.53,1005.34,0.04,2.22,0.22
32.3,80.0,31.52,1005.34,0.05,2.66,0.37
32.3,80.0,31.52,1005.34,0.04,1.97,0.16
32.3,80.0,31.51,1005.34,0.04,2.05,0.18
32.3,80.0,31.51,1005.34,0.04,1.93,0.15
32.3,80.0,31.5,1005.34,0.05,2.58,0.34
32.3,80.0,31.49,1005.34,0.05,2.26,0.23
32.3,80.0,31.48,1005.34,0.04,2.05,0.18
32.3,80.0,31.48,1005.34,0.05,2.58,0.34
32.3,80.0,31.47,1005.34,0.05,2.3,0.25
32.3,80.0,31.47,1005.34,0.04,2.14,0.2
32.3,80.0,31.47,1005.33,0.05,2.38,0.27
32.3,80.0,31.47,1005.33,0.04,2.14,0.2
32.3,80.0,31.47,1005.34,0.04,2.1,0.19
32.3,80.0,31.47,1005.33,0.05,2.34,0.26
32.3,80.0,31.47,1005.34,0.06,2.94,0.49
32.3,80.0,31.47,1005.33,0.05,2.5,0.31
32.3,80.0,31.48,1005.34,0.05,2.58,0.34
32.3,80.0,31.48,1005.34,0.05,2.7,0.39
32.3,80.0,31.48,1005.34,0.05,2.5,0.31
32.3,80.0,31.48,1005.34,0.04,1.93,0.15
32.3,80.0,31.48,1005.34,0.05,2.7,0.39
32.3,80.0,31.49,1005.34,0.05,2.58,0.34
32.3,80.0,31.49,1005.34,0.08,3.95,1.14
32.3,80.0,31.5,1005.35,0.05,2.54,0.33
32.3,80.0,31.5,1005.35,0.05,2.54,0.33
32.3,80.0,31.51,1005.35,0.05,2.62,0.36
32.3,80.0,31.52,1005.35,0.05,2.54,0.33
32.3,80.0,31.52,1005.35,0.05,2.54,0.33
32.3,80.0,31.53,1005.35,0.04,2.01,0.17
32.3,80.0,31.53,1005.35,0.05,2.58,0.34
32.3,80.0,31.54,1005.36,0.05,2.62,0.36
32.3,80.0,31.54,1005.35,0.06,3.22,0.64
32.3,80.0,31.54,1005.35,0.05,2.3,0.25
32.3,80.0,31.54,1005.36,0.07,3.42,0.76
32.3,80.0,31.54,1005.36,0.04,2.14,0.2
32.3,80.0,31.54,1005.35,0.05,2.38,0.27
32.3,80.0,31.54,1005.35,0.05,2.34,0.26
32.3,80.0,31.54,1005.35,0.04,1.77,0.12
32.3,80.0,31.54,1005.35,0.04,1.85,0.14
32.3,80.0,31.55,1005.35,0.06,3.14,0.6
32.3,80.0,31.55,1005.35,0.05,2.7,0.39
32.3,80.0,31.56,1005.35,0.05,2.38,0.27
32.3,80.0,31.56,1005.35,0.06,3.02,0.53
32.3,80.0,31.56,1005.35,0.05,2.54,0.33
32.3,80.0,31.56,1005.35,0.05,2.26,0.23
32.3,80.0,31.56,1005.35,0.05,2.54,0.33
32.3,80.0,31.56,1005.35,0.05,2.58,0.34
32.3,80.0,31.56,1005.36,0.04,2.1,0.19
32.3,80.0,31.56,1005.35,0.05,2.7,0.39
32.3,80.0,31.56,1005.36,0.04,2.22,0.22
32.3,80.0,31.55,1005.36,0.06,3.06,0.55
32.3,80.0,31.55,1005.35,0.06,2.82,0.44
32.3,80.0,31.55,1005.36,0.07,3.47,0.79
32.3,80.0,31.55,1005.36,0.04,1.93,0.15
32.3,80.0,31.55,1005.36,0.05,2.58,0.34
32.3,80.0,31.55,1005.36,0.05,2.58,0.34
32.3,80.0,31.55,1005.36,0.04,1.93,0.15
32.3,80.0,31.55,1005.36,0.05,2.42,0.28
32.3,80.0,31.55,1005.36,0.05,2.74,0.41
32.3,80.0,31.54,1005.36,0.05,2.62,0.36
32.3,80.0,31.55,1005.36,0.05,2.7,0.39
32.3,80.0,31.55,1005.36,0.05,2.7,0.39
32.3,80.0,31.55,1005.36,0.07,3.51,0.81
32.3,80.0,31.55,1005.36,0.05,2.3,0.25
32.3,80.0,31.55,1005.36,0.05,2.46,0.3
32.3,80.0,31.55,1005.36,0.05,2.38,0.27
32.3,80.0,31.55,1005.36,0.05,2.34,0.26
32.3,80.0,31.54,1005.36,0.05,2.38,0.27
32.3,80.0,31.54,1005.36,0.05,2.62,0.36
32.3,80.0,31.54,1005.36,0.05,2.34,0.26
32.3,80.0,31.54,1005.36,0.05,2.62,0.36
32.3,80.0,31.53,1005.36,0.06,2.94,0.49
32.3,80.0,31.52,1005.36,0.06,3.02,0.53
32.3,80.0,31.51,1005.36,0.05,2.54,0.33
32.3,80.0,31.51,1005.37,0.05,2.58,0.34
32.3,80.0,31.51,1005.37,0.05,2.38,0.27
32.3,80.0,31.51,1005.37,0.04,2.22,0.22
32.3,80.0,31.51,1005.37,0.04,1.93,0.15
32.3,80.0,31.52,1005.38,0.05,2.62,0.36
32.3,80.0,31.52,1005.38,0.05,2.46,0.3
32.3,80.0,31.52,1005.38,0.05,2.46,0.3
32.3,80.0,31.52,1005.38,0.05,2.58,0.34
32.3,80.0,31.52,1005.38,0.05,2.54,0.33
32.3,80.0,31.52,1005.38,0.07,3.26,0.66
32.3,80.0,31.53,1005.38,0.05,2.3,0.25
32.3,80.0,31.53,1005.38,0.04,1.97,0.16
32.3,80.0,31.53,1005.38,0.03,1.65,0.1
32.3,80.0,31.53,1005.38,0.05,2.42,0.28
32.3,80.0,31.54,1005.38,0.05,2.58,0.34
32.3,80.0,31.54,1005.38,0.05,2.3,0.25
32.3,80.0,31.54,1005.38,0.02,1.21,0.04
32.3,80.0,31.54,1005.38,0.05,2.62,0.36
32.3,80.0,31.54,1005.38,0.05,2.54,0.33
32.3,80.0,31.54,1005.38,0.05,2.34,0.26
32.3,80.0,31.54,1005.38,0.05,2.58,0.34
32.3,80.0,31.53,1005.38,0.05,2.58,0.34
32.3,80.0,31.53,1005.38,0.04,1.93,0.15
32.3,80.0,31.53,1005.38,0.04,2.1,0.19
32.3,80.0,31.52,1005.38,0.06,2.82,0.44
32.3,80.0,31.51,1005.37,0.05,2.54,0.33
32.3,80.0,31.51,1005.38,0.06,3.02,0.53
32.3,80.0,31.51,1005.37,0.0,0.04,0.0
32.3,80.0,31.51,1005.37,0.05,2.58,0.34
32.3,80.0,31.5,1005.38,0.05,2.58,0.34
32.3,80.0,31.5,1005.38,0.05,2.62,0.36
32.3,80.0,31.5,1005.38,0.05,2.62,0.36
32.3,80.0,31.5,1005.38,0.04,2.01,0.17
32.3,80.0,31.5,1005.38,0.05,2.34,0.26
32.3,80.0,31.5,1005.38,0.1,4.96,2.17
32.3,80.0,31.51,1005.39,0.06,3.02,0.53
32.3,80.0,31.52,1005.39,0.04,2.14,0.2
32.3,80.0,31.52,1005.38,0.05,2.74,0.41
32.3,80.0,31.53,1005.38,0.05,2.46,0.3
32.3,80.0,31.54,1005.39,0.04,2.05,0.18
32.3,80.0,31.54,1005.38,0.04,2.01,0.17
32.3,80.0,31.55,1005.37,0.05,2.26,0.23
32.3,80.0,31.55,1005.37,0.05,2.58,0.34
32.3,80.0,31.55,1005.38,0.04,1.97,0.16
32.3,80.0,31.56,1005.38,0.05,2.3,0.25
32.3,80.0,31.56,1005.38,0.05,2.5,0.31
32.3,80.0,31.56,1005.39,0.05,2.58,0.34
32.3,80.0,31.56,1005.39,0.05,2.58,0.34
32.3,80.0,31.56,1005.39,0.05,2.42,0.28
32.3,80.0,31.55,1005.38,0.04,2.05,0.18
32.3,80.0,31.54,1005.38,0.05,2.34,0.26
32.3,80.0,31.54,1005.38,0.05,2.58,0.34
32.3,80.0,31.54,1005.38,0.05,2.58,0.34
32.3,80.0,31.54,1005.38,0.03,1.65,0.1
32.3,80.0,31.54,1005.38,0.05,2.58,0.34
32.3,80.0,31.54,1005.38,0.04,1.97,0.16
32.3,80.0,31.54,1005.37,0.06,2.9,0.48
32.3,80.0,31.55,1005.37,0.01,0.56,0.0
32.3,80.0,31.55,1005.37,0.04,2.1,0.19
32.3,80.0,31.55,1005.37,0.05,2.3,0.25
32.3,80.0,31.54,1005.37,0.06,2.78,0.42
32.3,80.0,31.54,1005.37,0.05,2.34,0.26
32.3,80.0,31.54,1005.38,0.04,2.22,0.22
32.3,80.0,31.54,1005.38,0.04,1.97,0.16
32.3,80.0,31.55,1005.38,0.06,3.18,0.62
32.3,80.0,31.55,1005.39,0.05,2.46,0.3
32.3,80.0,31.55,1005.39,0.04,2.22,0.22
32.3,80.0,31.56,1005.39,0.05,2.3,0.25
32.3,80.0,31.56,1005.39,0.05,2.58,0.34
32.3,80.0,31.56,1005.4,0.05,2.5,0.31
32.3,80.0,31.56,1005.4,0.04,2.18,0.21
32.3,80.0,31.56,1005.4,0.04,2.22,0.22
32.3,80.0,31.56,1005.4,0.05,2.5,0.31
32.3,80.0,31.56,1005.4,0.04,2.22,0.22
32.3,80.0,31.56,1005.4,0.05,2.58,0.34
32.3,80.0,31.55,1005.4,0.04,2.05,0.18
32.3,80.0,31.55,1005.4,0.04,1.97,0.16
32.3,80.0,31.54,1005.4,0.05,2.5,0.31
32.3,80.0,31.54,1005.4,0.05,2.58,0.34
32.3,80.0,31.53,1005.4,0.05,2.58,0.34
32.3,80.0,31.53,1005.4,0.04,2.22,0.22
32.3,80.0,31.53,1005.4,0.04,1.93,0.15
32.3,80.0,31.53,1005.4,0.04,2.05,0.18
32.3,80.0,31.53,1005.4,0.05,2.46,0.3
32.3,80.0,31.52,1005.4,0.06,2.78,0.42
32.3,80.0,31.52,1005.4,0.02,0.77,0.01
32.3,80.0,31.53,1005.41,0.05,2.66,0.37
32.3,80.0,31.52,1005.4,0.04,1.97,0.16
32.3,80.0,31.52,1005.4,0.05,2.54,0.33
32.3,80.0,31.53,1005.41,0.05,2.46,0.3
32.3,80.0,31.53,1005.41,0.05,2.46,0.3
32.3,80.0,31.53,1005.41,0.04,2.22,0.22
32.3,80.0,31.53,1005.41,0.06,2.94,0.49
32.3,80.0,31.52,1005.41,0.05,2.34,0.26
32.3,80.0,31.52,1005.4,0.04,2.05,0.18
32.3,80.0,31.52,1005.41,0.05,2.58,0.34
32.3,80.0,31.52,1005.41,0.05,2.54,0.33
32.3,80.0,31.52,1005.41,0.04,1.93,0.15
32.3,80.0,31.53,1005.41,0.04,1.93,0.15
32.3,80.0,31.53,1005.41,0.04,2.22,0.22
32.3,80.0,31.53,1005.4,0.04,1.89,0.14
32.3,80.0,31.54,1005.4,0.05,2.34,0.26
32.3,80.0,31.54,1005.4,0.05,2.58,0.34
32.3,80.0,31.54,1005.4,0.06,2.78,0.42
32.3,80.0,31.54,1005.4,0.05,2.7,0.39
32.3,80.0,31.54,1005.4,0.04,2.18,0.21
32.3,80.0,31.54,1005.4,0.05,2.66,0.37
32.3,80.0,31.54,1005.4,0.05,2.54,0.33
32.3,80.0,31.54,1005.4,0.05,2.5,0.31
32.3,80.0,31.55,1005.4,0.03,1.57,0.09
32.3,80.0,31.54,1005.4,0.01,0.64,0.01
32.3,80.0,31.54,1005.4,0.03,1.57,0.09
32.3,80.0,31.54,1005.4,0.04,1.93,0.15
32.3,80.0,31.54,1005.4,0.05,2.54,0.33
32.3,80.0,31.54,1005.41,0.08,4.07,1.24
32.3,80.0,31.54,1005.41,0.04,2.05,0.18
32.3,80.0,31.54,1005.41,0.04,2.18,0.21
32.3,80.0,31.54,1005.41,0.05,2.3,0.25
32.3,80.0,31.54,1005.4,0.06,2.82,0.44
32.3,80.0,31.55,1005.41,0.04,2.22,0.22
32.3,80.0,31.55,1005.4,0.05,2.58,0.34
32.3,80.0,31.55,1005.41,0.05,2.3,0.25
32.3,80.0,31.55,1005.41,0.05,2.74,0.41
32.3,80.0,31.55,1005.4,0.05,2.38,0.27
32.3,80.0,31.55,1005.41,0.05,2.58,0.34
32.3,80.0,31.56,1005.41,0.04,2.18,0.21
32.3,80.0,31.56,1005.41,0.05,2.58,0.34
32.3,80.0,31.56,1005.41,0.05,2.38,0.27
32.3,80.0,31.56,1005.41,0.07,3.47,0.79
32.3,80.0,31.56,1005.42,0.05,2.38,0.27
32.3,80.0,31.56,1005.41,0.04,1.93,0.15
32.3,80.0,31.57,1005.41,0.04,1.93,0.15
32.3,80.0,31.56,1005.41,0.05,2.38,0.27
32.3,80.0,31.56,1005.41,0.05,2.58,0.34
32.3,80.0,31.56,1005.41,0.05,2.46,0.3
32.3,80.0,31.56,1005.41,0.0,0.0,0.0
32.3,80.0,31.56,1005.41,0.04,2.22,0.22
32.3,80.0,31.56,1005.41,0.06,2.94,0.49
32.3,80.0,31.56,1005.41,0.04,1.93,0.15
32.3,80.0,31.56,1005.41,0.05,2.58,0.34
32.3,80.0,31.56,1005.41,0.06,2.86,0.46
32.3,80.0,31.56,1005.41,0.05,2.74,0.41
32.3,80.0,31.56,1005.4,0.06,2.78,0.42
32.3,80.0,31.56,1005.41,0.06,3.22,0.64
32.3,80.0,31.56,1005.4,0.06,2.82,0.44
32.3,80.0,31.56,1005.4,0.05,2.46,0.3
32.3,80.0,31.57,1005.4,0.05,2.58,0.34
32.3,80.0,31.57,1005.4,0.06,2.82,0.44
32.3,80.0,31.58,1005.4,0.05,2.66,0.37
32.3,80.0,31.58,1005.4,0.05,2.58,0.34
32.3,80.0,31.59,1005.39,0.04,1.89,0.14
32.3,80.0,31.59,1005.39,0.04,1.93,0.15
32.3,80.0,31.6,1005.39,0.05,2.46,0.3
32.3,80.0,31.6,1005.39,0.04,1.93,0.15
32.3,80.0,31.6,1005.39,0.04,2.22,0.22
32.3,80.0,31.6,1005.39,0.06,3.22,0.64
32.3,80.0,31.59,1005.4,0.04,2.22,0.22
32.3,80.0,31.59,1005.4,0.06,2.78,0.42
32.3,80.0,31.59,1005.4,0.05,2.62,0.36
32.3,80.0,31.58,1005.4,0.04,1.81,0.13
32.3,80.0,31.58,1005.41,0.04,1.93,0.15
32.3,80.0,31.57,1005.4,0.05,2.46,0.3
32.3,80.0,31.56,1005.4,0.04,2.14,0.2
32.3,80.0,31.55,1005.4,0.05,2.3,0.25
32.3,80.0,31.55,1005.4,0.05,2.58,0.34
32.3,80.0,31.54,1005.4,0.05,2.7,0.39
32.3,80.0,31.54,1005.4,0.05,2.5,0.31
32.3,80.0,31.54,1005.4,0.05,2.58,0.34
32.3,80.0,31.54,1005.4,0.04,2.01,0.17
32.3,80.0,31.54,1005.4,0.05,2.46,0.3
32.3,80.0,31.54,1005.39,0.08,3.87,1.07
32.3,80.0,31.55,1005.4,0.05,2.5,0.31
32.3,80.0,31.55,1005.4,0.04,2.05,0.18
32.3,80.0,31.55,1005.39,0.05,2.3,0.25
32.3,80.0,31.55,1005.4,0.04,2.05,0.18
32.3,80.0,31.55,1005.4,0.05,2.38,0.27
32.3,80.0,31.55,1005.4,0.03,1.49,0.07
32.3,80.0,31.55,1005.4,0.05,2.46,0.3
32.3,80.0,31.55,1005.4,0.05,2.26,0.23
32.3,80.0,31.55,1005.41,0.04,2.1,0.19
32.3,80.0,31.54,1005.4,0.04,2.05,0.18
32.3,80.0,31.54,1005.4,0.04,2.14,0.2
32.3,80.0,31.54,1005.4,0.04,1.93,0.15
32.3,80.0,31.54,1005.4,0.04,2.14,0.2
32.3,80.0,31.54,1005.4,0.05,2.34,0.26
32.3,80.0,31.54,1005.4,0.04,1.93,0.15
32.3,80.0,31.54,1005.39,0.05,2.54,0.33
32.3,80.0,31.55,1005.39,0.05,2.7,0.39
32.3,80.0,31.55,1005.39,0.04,2.05,0.18
32.3,80.0,31.55,1005.4,0.04,1.93,0.15
32.3,80.0,31.55,1005.39,0.04,2.22,0.22
32.3,80.0,31.55,1005.4,0.06,3.14,0.6
32.3,80.0,31.55,1005.4,0.05,2.38,0.27
32.3,80.0,31.56,1005.39,0.06,2.98,0.51
32.3,80.0,31.56,1005.39,0.06,3.02,0.53
32.3,80.0,31.56,1005.39,0.06,3.14,0.6
32.3,80.0,31.56,1005.39,0.02,1.17,0.04
32.3,80.0,31.56,1005.39,0.06,2.86,0.46
32.3,80.0,31.56,1005.39,0.05,2.42,0.28
32.3,80.0,31.56,1005.39,0.07,3.63,0.89
32.3,80.0,31.55,1005.39,0.02,1.01,0.02
32.3,80.0,31.55,1005.39,0.06,3.1,0.58
32.3,80.0,31.55,1005.39,0.04,2.14,0.2
32.3,80.0,31.55,1005.39,0.04,1.93,0.15
32.3,80.0,31.55,1005.39,0.05,2.58,0.34
32.3,80.0,31.55,1005.39,0.05,2.66,0.37
32.3,80.0,31.55,1005.4,0.06,3.02,0.53
32.3,80.0,31.55,1005.39,0.04,2.05,0.18
32.3,80.0,31.55,1005.39,0.05,2.54,0.33
32.3,80.0,31.54,1005.39,0.05,2.34,0.26
32.3,80.0,31.54,1005.39,0.05,2.58,0.34
32.3,80.0,31.54,1005.38,0.05,2.58,0.34
32.3,80.0,31.54,1005.38,0.05,2.66,0.37
32.3,80.0,31.54,1005.38,0.05,2.34,0.26
32.3,80.0,31.54,1005.38,0.05,2.38,0.27
32.3,80.0,31.54,1005.38,0.04,2.05,0.18
32.3,80.0,31.54,1005.38,0.05,2.58,0.34
32.3,80.0,31.54,1005.38,0.05,2.62,0.36
32.3,80.0,31.53,1005.38,0.04,1.93,0.15
32.3,80.0,31.53,1005.38,0.04,1.81,0.13
32.3,80.0,31.53,1005.38,0.05,2.58,0.34
32.3,80.0,31.53,1005.38,0.06,2.78,0.42
32.3,80.0,31.53,1005.39,0.0,0.0,0.0
32.3,80.0,31.54,1005.38,0.05,2.5,0.31
32.3,80.0,31.54,1005.38,0.05,2.34,0.26
32.3,80.0,31.54,1005.38,0.05,2.54,0.33
32.3,80.0,31.54,1005.39,0.06,2.86,0.46
32.3,80.0,31.54,1005.39,0.06,2.94,0.49
32.3,80.0,31.54,1005.39,0.05,2.58,0.34
32.3,80.0,31.54,1005.39,0.05,2.38,0.27
32.3,80.0,31.54,1005.39,0.05,2.66,0.37
32.3,80.0,31.54,1005.39,0.05,2.58,0.34
32.3,80.0,31.53,1005.38,0.06,2.86,0.46
32.3,80.0,31.53,1005.38,0.05,2.58,0.34
32.3,80.0,31.53,1005.38,0.03,1.73,0.11
32.3,80.0,31.52,1005.39,0.04,1.97,0.16
32.3,80.0,31.52,1005.38,0.05,2.58,0.34
